Make,AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,daysDiff,FraudFound
Mercury,Urban,Male,Married,44,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,1,No
VW,Rural,Male,Married,47,Policy Holder,Sport,"40,000 to 69,000",400,3,15 to 30,more than 30,none,more than 7,No,No,Internal,1 to 2,no change,1 vehicle,Liability,1,No
Mercury,Urban,Male,Single,22,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,5,No
Honda,Urban,Male,Married,36,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,4,No
Honda,Urban,Male,Married,56,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,8,No
Ford,Urban,Male,Married,62,Third Party,Sport,"more than 69,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,7,No
Honda,Urban,Male,Single,32,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,6,No
Mercury,Urban,Male,Married,39,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Ford,Urban,Male,Married,58,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,22,No
Honda,Urban,Male,Married,39,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,9,No
Honda,Urban,Female,Single,31,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,50,Policy Holder,Sedan,"20,000 to 39,000",700,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,0,Yes
Mercury,Urban,Male,Married,54,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,37,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,7,No
Mercury,Urban,Male,Married,64,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Collision,1,No
Mercury,Urban,Male,Single,21,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,less than 4 years,No,No,External,none,no change,1 vehicle,Liability,3,No
Ford,Urban,Male,Married,45,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Single,28,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,2,No
Honda,Urban,Male,Married,37,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,4 to 8 years,more than 1,Liability,0,Yes
Mercury,Rural,Male,Single,27,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,9,No
Ford,Urban,Male,Married,70,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,0,No
Ford,Urban,Male,Married,36,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,2,No
Honda,Urban,Female,Single,42,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,27,No
Mercury,Urban,Male,Single,21,Third Party,Sedan,"more than 69,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0,No
VW,Urban,Male,Married,41,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,10,No
Honda,Urban,Male,Married,27,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,16,No
Ford,Urban,Female,Single,27,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,8,No
Mercury,Urban,Male,Married,38,Third Party,Sedan,"more than 69,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,3 to 5,no change,1 vehicle,All Perils,8,No
VW,Urban,Male,Married,35,Third Party,Sport,"more than 69,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,3,No
Honda,Urban,Male,Married,29,Policy Holder,Sport,"40,000 to 69,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
VW,Urban,Male,Married,64,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,4,No
Honda,Urban,Female,Single,28,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1,No
Honda,Urban,Male,Married,41,Policy Holder,Utility,"more than 69,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,more than 1,All Perils,59,No
Mercury,Urban,Male,Single,30,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,32,Policy Holder,Sedan,"more than 69,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,1,No
Ford,Urban,Male,Married,54,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,2,No
Honda,Urban,Male,Married,40,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Honda,Urban,Female,Married,21,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0,No
Mercury,Urban,Male,Married,45,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,48,No
Honda,Urban,Male,Married,37,Third Party,Sport,"more than 69,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,none,4 to 8 years,more than 1,Collision,21,No
Honda,Rural,Male,Married,33,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,51,No
Honda,Urban,Female,Single,25,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,4 to 6 years,Yes,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Female,Single,27,Policy Holder,Sedan,"less than 20,000",700,3,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,0 to 3 years,1 vehicle,All Perils,32,No
Mercury,Urban,Male,Single,29,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,9,No
Mercury,Urban,Male,Married,31,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,23,No
Ford,Urban,Male,Married,42,Third Party,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,5,No
Ford,Urban,Male,Married,50,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,1,No
Honda,Urban,Male,Single,38,Policy Holder,Sedan,"less than 20,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,1,No
Honda,Urban,Male,Single,35,Policy Holder,Sedan,"less than 20,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,14,Yes
Honda,Rural,Male,Married,27,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,Yes,No,External,none,no change,1 vehicle,Collision,11,Yes
Mercury,Rural,Male,Married,57,Policy Holder,Utility,"40,000 to 69,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,4,No
Mercury,Urban,Male,Married,32,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,7,No
Honda,Urban,Male,Married,34,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,61,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,1,No
Ford,Urban,Male,Married,52,Policy Holder,Utility,"more than 69,000",400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Single,32,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,1,No
Ford,Urban,Female,Married,55,Third Party,Sedan,"more than 69,000",400,3,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,3,No
Honda,Urban,Male,Single,26,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,39,No
Mercury,Urban,Male,Married,29,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Single,35,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,8,No
Honda,Urban,Male,Single,31,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,4 to 8 years,more than 1,All Perils,0,No
Honda,Urban,Male,Single,34,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,4,No
Ford,Urban,Male,Single,46,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,6,No
Ford,Urban,Male,Married,28,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Honda,Urban,Female,Single,26,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,Internal,more than 5,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,42,Policy Holder,Sport,"more than 69,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,9,No
Mercury,Urban,Male,Married,47,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Single,44,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,0,No
Ford,Urban,Male,Married,56,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,7,No
Honda,Urban,Male,Married,50,Third Party,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Single,80,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,5,No
Honda,Rural,Male,Married,29,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,0,No
Ford,Urban,Male,Married,27,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,8,No
Ford,Urban,Male,Single,42,Third Party,Sedan,"20,000 to 39,000",700,3,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,more than 1,Collision,1,No
Ford,Urban,Male,Married,42,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,1,No
Honda,Urban,Male,Married,29,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,9,No
Mercury,Urban,Male,Married,58,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,more than 7,Yes,No,External,more than 5,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,65,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,7,No
Mercury,Urban,Male,Married,43,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,6,Yes
Honda,Urban,Male,Single,28,Policy Holder,Sport,"more than 69,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,36,No
Mercury,Urban,Male,Single,18,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,less than 4 years,No,No,External,3 to 5,no change,1 vehicle,Collision,2,No
Mercury,Rural,Male,Single,28,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,4 to 8 years,more than 1,Liability,0,No
Mercury,Urban,Male,Married,44,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,26,No
Mercury,Rural,Female,Single,27,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,13,No
Honda,Urban,Male,Single,33,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,Yes,No,External,none,no change,1 vehicle,Collision,9,No
Mercury,Urban,Male,Married,32,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,5,No
Honda,Urban,Male,Single,26,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,3,No
Ford,Urban,Female,Single,31,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Mercury,Rural,Male,Married,45,Third Party,Sedan,"less than 20,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,none,0 to 3 years,1 vehicle,Collision,0,No
Ford,Urban,Male,Married,29,Policy Holder,Utility,"more than 69,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,0,No
Honda,Urban,Female,Married,35,Third Party,Sedan,"less than 20,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,16,No
Ford,Urban,Male,Single,37,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,4,No
Mercury,Urban,Male,Married,64,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Married,28,Policy Holder,Sedan,"less than 20,000",500,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,0 to 3 years,1 vehicle,Collision,4,No
Honda,Urban,Male,Single,37,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,49,No
Honda,Urban,Male,Married,48,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,48,No
Mercury,Urban,Male,Married,46,Policy Holder,Utility,"more than 69,000",400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,1,No
Honda,Urban,Male,Single,35,Third Party,Sport,"more than 69,000",400,3,more than 30,more than 30,none,4 to 6 years,No,Yes,External,more than 5,no change,1 vehicle,Collision,1,No
Honda,Urban,Male,Married,64,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,0,No
Ford,Urban,Male,Married,31,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,6,No
Honda,Urban,Female,Single,50,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,15,No
Honda,Urban,Male,Married,53,Third Party,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,0,No
Honda,Urban,Female,Single,29,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,4 to 8 years,more than 1,Liability,0,No
Ford,Urban,Male,Married,65,Policy Holder,Sport,"40,000 to 69,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Ford,Urban,Male,Married,66,Policy Holder,Utility,"more than 69,000",700,3,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,55,Yes
Honda,Urban,Male,Married,44,Policy Holder,Sport,"40,000 to 69,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,9,No
Honda,Urban,Male,Single,35,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,22,No
Honda,Urban,Male,Single,34,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,20,No
Mercury,Urban,Female,Married,29,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Ford,Urban,Female,Married,36,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,33,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,41,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Single,43,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,31,No
Honda,Urban,Male,Married,59,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,8,No
Honda,Rural,Male,Married,34,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,more than 1,All Perils,2,No
Honda,Urban,Male,Married,34,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,3,No
Honda,Urban,Female,Widow,35,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,2,Yes
Honda,Rural,Male,Married,43,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Mercury,Urban,Male,Single,29,Third Party,Sedan,"less than 20,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,0,No
Mercury,Rural,Male,Married,29,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,8,No
Ford,Urban,Male,Married,59,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,49,No
Ford,Urban,Male,Married,53,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Honda,Rural,Male,Married,29,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,5,No
Ford,Urban,Male,Married,58,Policy Holder,Sport,"40,000 to 69,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,none,4 to 8 years,more than 1,Liability,12,No
Mercury,Urban,Male,Married,41,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Single,29,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,3,No
Mercury,Urban,Male,Married,60,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,8,No
Mercury,Rural,Male,Married,58,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,12,No
Mercury,Urban,Male,Married,47,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Ford,Rural,Male,Married,55,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,7,No
Mercury,Urban,Male,Married,51,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,11,No
Honda,Urban,Male,Married,28,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,46,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,43,No
Honda,Urban,Male,Married,32,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,23,No
Honda,Urban,Male,Married,55,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Female,Single,39,Third Party,Sport,"20,000 to 39,000",700,3,more than 30,more than 30,none,4 to 6 years,No,No,Internal,1 to 2,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Single,35,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,2,No
Mercury,Urban,Female,Single,23,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,less than 4 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,1,No
Honda,Urban,Male,Married,43,Policy Holder,Utility,"more than 69,000",400,1,more than 30,more than 30,none,more than 7,Yes,No,External,none,no change,1 vehicle,All Perils,0,No
Mercury,Rural,Male,Married,51,Policy Holder,Sedan,"more than 69,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,247,No
Mercury,Urban,Female,Divorced,41,Third Party,Sedan,"less than 20,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,3,No
Honda,Urban,Male,Married,44,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,4,No
Mercury,Urban,Male,Single,20,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,less than 4 years,No,Yes,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Married,37,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,15,No
Honda,Urban,Male,Married,46,Policy Holder,Sport,"20,000 to 39,000",500,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,0 to 3 years,more than 1,Liability,0,No
Honda,Urban,Male,Married,74,Third Party,Sedan,"more than 69,000",400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,6,No
Honda,Urban,Male,Married,40,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Married,36,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,17,No
Honda,Urban,Male,Married,32,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,13,Yes
Honda,Urban,Male,Single,45,Policy Holder,Sedan,"20,000 to 39,000",400,2,1 to 15,15 to 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
VW,Urban,Male,Married,43,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,2,No
